,out_degree,in_degree,betweenness,pagerank,is_causal_hub,is_effect_hub
ADAUSDT,5,5,0.0,0.17716162786258605,False,False
BNBUSDT,5,5,0.0,0.13074578171001333,False,False
BTCUSDT,5,5,0.0,0.16362566947109375,False,False
DOGEUSDT,5,5,0.0,0.1563779538014187,False,False
ETHUSDT,5,5,0.0,0.13812155190857425,False,False
XRPUSDT,5,5,0.0,0.23396741524631376,False,False
