,date,f_stat,p_value,significant
0,320,0.7923581026773914,0.7222261833164523,False
1,321,0.8051920606913648,0.7066830731283964,False
2,322,0.7709476034654008,0.7476090296698765,False
3,323,0.8357585235630861,0.6688841729883818,False
4,324,0.94761563954063,0.5271309557367149,False
5,325,0.9462777912651609,0.5288109317339094,False
6,326,0.928705670452713,0.5509765074556623,False
7,327,0.9386586680237754,0.5384002930856255,False
8,328,0.929774735422062,0.5496233023056657,False
9,329,1.0187636095380264,0.44016510375302276,False
10,330,1.0029742538912243,0.45898087379065866,False
11,331,1.026219774575565,0.4313957932856891,False
12,332,1.046102225367044,0.408405211621913,False
13,333,1.1182221580594505,0.33049070402156033,False
14,334,1.1035968848874727,0.3455411772844752,False
15,335,1.120672308255005,0.32800871129719034,False
16,336,1.1209083874849681,0.3277701667937085,False
17,337,1.1010029370737957,0.34825209845839367,False
18,338,1.058068770107097,0.3948610949128111,False
19,339,1.0554633020549546,0.39779052476312027,False
20,340,1.0483185715439538,0.40587954218164635,False
21,341,1.0371295178720905,0.41870757470768116,False
22,342,1.0416531840199346,0.41349818599508115,False
23,343,1.0190024494861267,0.4398830101009994,False
24,344,1.0236586697084777,0.43439921659453495,False
25,345,0.9561297604473044,0.5164690829800314,False
26,346,0.9758041446821619,0.4920568960869942,False
27,347,1.0529660998349073,0.400608515126442,False
28,348,1.0758061052135248,0.37521751577741,False
29,349,1.0731016833518094,0.37817821613856817,False
30,350,1.0128924351953423,0.44712369158720433,False
31,351,1.0267989147444705,0.43071791715654495,False
32,352,0.9394081233834797,0.5374554715563611,False
33,353,0.995787142339426,0.46764920949490196,False
34,354,0.9791625337428798,0.4879254589038622,False
35,355,1.0173958191432495,0.44178209218122433,False
36,356,1.010299311127401,0.45021161468799464,False
37,357,0.9969018598166927,0.46630071864680134,False
38,358,1.0081510770058,0.45277634916077936,False
39,359,1.006556201373427,0.45468425086939435,False
40,360,1.0234041493079336,0.4346981975603925,False
41,361,0.9883234852622991,0.4767148837021117,False
42,362,0.9823288151992777,0.48404079169704894,False
43,363,0.9918613115945903,0.472409819146444,False
44,364,0.8703681417528696,0.6251900831548032,False
45,365,0.879041874929705,0.6141576026229562,False
46,366,1.0421862119004766,0.412886404855504,False
47,367,1.017410596871752,0.44176460855808597,False
48,368,1.001817638758497,0.4603716515499845,False
49,369,0.9993215510146339,0.4633786345213977,False
50,370,1.0215637408460114,0.43686278069043194,False
51,371,1.036262845384129,0.4197091372419156,False
52,372,1.0299207361510432,0.42707211895972497,False
53,373,1.0057773887642045,0.45561708942315216,False
54,374,0.9898059281749052,0.4749092489172595,False
55,375,0.984467649319102,0.4814225806151178,False
56,376,0.909104594714846,0.5758642513187956,False
57,377,0.9236417599432715,0.5573931580347213,False
58,378,0.9565183975271505,0.5159836943529255,False
59,379,0.9774584308463384,0.49002041696470944,False
60,380,1.0150158498750117,0.4446016792920595,False
61,381,1.0086999550958466,0.45212049137142285,False
62,382,1.0060687143258191,0.4552680589916426,False
63,383,1.0171792044813168,0.44203840417518636,False
64,384,1.007203806394498,0.45390915150270494,False
65,385,0.9542823180100592,0.5187780328772624,False
66,386,0.9246923120415909,0.5560610840559663,False
67,387,0.9085464423850221,0.5765745852838158,False
68,388,0.9478933974788079,0.5267823180486294,False
69,389,0.9583217784812211,0.5137329058671944,False
70,390,0.9501653014165746,0.5239326522316183,False
71,391,0.9424002464686551,0.533686685536106,False
72,392,0.9387004105619138,0.5383476606672322,False
73,393,0.9390349770679953,0.5379258480528478,False
74,394,0.8775856262192318,0.6160111226601851,False
75,395,0.8781842894933367,0.6152491933745323,False
76,396,0.8951064637981535,0.5936929028236084,False
77,397,0.8158059913281837,0.6936700740945889,False
78,398,0.8314280353978493,0.6742952141469414,False
79,399,0.807795380453653,0.7035038201566655,False
80,400,0.7990695684005051,0.7141258401556063,False
81,401,0.8001874756065959,0.712770550166286,False
82,402,0.8086105251364064,0.7025066218396181,False
83,403,0.8500325297253818,0.6509470066384048,False
84,404,0.8632322407295938,0.6342492509860813,False
85,405,0.9158415374336679,0.567296296702066,False
86,406,0.8881785913676491,0.6025207592264494,False
87,407,0.8467339641554574,0.6551045722999813,False
88,408,0.8503636068352177,0.6505293398742369,False
89,409,0.8635242643589542,0.6338789003188081,False
90,410,0.8643746380800216,0.6328002399496657,False
91,411,0.8614355967244096,0.6365270023676637,False
92,412,0.8325538475608433,0.6728900195700869,False
93,413,0.7975920639389962,0.7159144881924615,False
94,414,0.8166502420909569,0.692629411506275,False
95,415,0.8089285835787687,0.702117309501536,False
96,416,0.8210252704872424,0.6872242531492547,False
97,417,0.8089393412111726,0.7021041397220422,False
98,418,0.892947214492087,0.5964444022221271,False
99,419,0.8819559459002337,0.6104473789554254,False
100,420,0.8887525087364095,0.6017895034759089,False
101,421,0.8746058874626483,0.6198022974015558,False
102,422,0.866606197094294,0.629968261676275,False
103,423,0.9279578725746909,0.5519233688107975,False
104,424,0.9250054094324257,0.5556641706507787,False
105,425,0.9458380993882114,0.529363326321294,False
106,426,0.9316211620116027,0.5472873969703976,False
107,427,0.9379552758395199,0.5392873376923002,False
108,428,0.9072627356334773,0.5782085350319104,False
109,429,0.9068326684126324,0.5787560109081513,False
110,430,0.8971269173177893,0.5911183796615511,False
111,431,0.9276658669735917,0.5522931743616739,False
112,432,0.935521381338473,0.5423588485770203,False
113,433,1.0280999228815655,0.42919684578367867,False
114,434,1.0169895874996993,0.4422628227761113,False
115,435,1.0164802901007206,0.44286583441609995,False
116,436,1.055834222001149,0.39737281336834984,False
