,date,f_stat,p_value,significant
0,320,2.185405036829004,0.002967876686126525,True
1,321,2.133657372069703,0.003896871269555846,True
2,322,2.0983593197240062,0.004684665724676185,True
3,323,2.10167381010678,0.004604638209025236,True
4,324,2.0201088871062094,0.007010400093427238,True
5,325,1.9381627314968106,0.010606089435309274,True
6,326,1.9052500076575016,0.012493359131132142,True
7,327,1.9481676982417189,0.010088035512019533,True
8,328,1.9964801850682257,0.007906340227503361,True
9,329,1.9488712619759276,0.010052521153667282,True
10,330,1.9469531892747443,0.010149620854100205,True
11,331,1.8334374747046278,0.01776290148475057,True
12,332,1.825184191191019,0.01848683764551684,True
13,333,1.7772401761992302,0.02326557138042762,True
14,334,1.7917978364161966,0.02170528672119232,True
15,335,1.8368776295684333,0.017469039749658632,True
16,336,1.8200838722317985,0.018947879715117022,True
17,337,1.8111894575852472,0.019777628881880505,True
18,338,1.86041645293766,0.015577087431163483,True
19,339,1.89128608817538,0.013386135946695465,True
20,340,1.9177843068018263,0.011740049194366553,True
21,341,1.9373814787764378,0.010647584177656655,True
22,342,1.9345846407928453,0.010797394571960717,True
23,343,1.808522912844322,0.020032906697783348,True
24,344,1.6315309852249817,0.04566618868773886,True
25,345,1.6170213465288303,0.048731558971661815,True
26,346,1.5976333261140898,0.05311578724296839,False
27,347,1.6511030780525422,0.04180691001657466,True
28,348,1.6442671818504317,0.04311995738134722,True
29,349,1.6513857040124877,0.04175341057534854,True
30,350,1.7224207105694396,0.03011970852201995,True
31,351,1.7363557518302597,0.028220121019209343,True
32,352,1.7343552602372183,0.02848587090914878,True
33,353,1.773832997661265,0.023645467171906742,True
34,354,1.7873820789344725,0.0221679888234545,True
35,355,1.801580949906438,0.020711943727482418,True
36,356,1.753933098274151,0.02598141828288214,True
37,357,1.7499708170742654,0.02647126389137766,True
38,358,1.7495017154787804,0.026529818479297473,True
39,359,1.6790267017964662,0.03681145639993122,True
40,360,1.62700907889191,0.04660233728427621,True
41,361,1.5767692534014832,0.05822478018720634,False
42,362,1.5702660459986268,0.05990429894367677,False
43,363,1.5368534503014744,0.06922845240121933,False
44,364,1.5156721441425842,0.0757800928815835,False
45,365,1.6736325325272714,0.03773192033885564,True
46,366,1.5901825326462407,0.05489239043875793,False
47,367,1.5567024714859612,0.0635461890046578,False
48,368,1.5869024702533552,0.05569118395598838,False
49,369,1.5946834581895608,0.05381292843460728,False
50,370,1.5816972703706356,0.05698009402605042,False
51,371,1.53936950521093,0.06848425114810563,False
52,372,1.4528441177845082,0.09848465324281686,False
53,373,1.4380596379960202,0.10460342271177558,False
54,374,1.4212662257625002,0.11194111331707313,False
55,375,1.448617015402256,0.10020219382148055,False
56,376,1.4538830799761828,0.0980663677000011,False
57,377,1.4425095982290854,0.1027287010312612,False
58,378,1.439864041342705,0.10383978095302904,False
59,379,1.497508170034224,0.08182321139975168,False
60,380,1.4832340840802274,0.0868614110914655,False
61,381,1.460864743582599,0.09529468209870773,False
62,382,1.4906695654795732,0.08420448542608949,False
63,383,1.469857763188889,0.09182346818018194,False
64,384,1.4745455869452677,0.09005743306546898,False
65,385,1.4879376098437511,0.08517241641474294,False
66,386,1.4598018598609745,0.09571227113105696,False
67,387,1.5046793270426466,0.0793890993519043,False
68,388,1.5177249772727943,0.07512223212946678,False
69,389,1.674581243351912,0.037568528671397816,True
70,390,1.6566320517299675,0.0407715038324703,True
71,391,1.6823126660388394,0.036260810695944,True
72,392,1.7105848664030172,0.03182463399557944,True
73,393,1.6992857525573324,0.03353432814612578,True
74,394,1.6898073561528504,0.03503287737172467,True
75,395,1.6793572038729216,0.03675572987423803,True
76,396,1.6764806434525823,0.03724333848392258,True
77,397,1.6921897193236664,0.0346505739330083,True
78,398,1.6819340010703654,0.036323880543133846,True
79,399,1.6489392304787807,0.042218575227621846,True
80,400,1.647640601001632,0.04246739400309407,True
81,401,1.6226123156809467,0.047529117744709914,True
82,402,1.6268914047262966,0.04662692797764634,True
83,403,1.6495877507488899,0.042094812795201664,True
84,404,1.6440231554778988,0.043167512442920275,True
85,405,1.6383323351383894,0.044290052720948214,True
86,406,1.644274966275539,0.043118441158085385,True
87,407,1.6283297934390921,0.04632714423344808,True
88,408,1.625005990180772,0.04702252516394323,True
89,409,1.6498750570865772,0.04204008884342081,True
90,410,1.6523805465793802,0.04156558564512214,True
91,411,1.6597134146436392,0.040204602237870035,True
92,412,1.6528002557334716,0.04148657495895136,True
93,413,1.6936891149001803,0.034411920102709326,True
94,414,1.6929993783950943,0.034521516060079915,True
95,415,1.736469006953019,0.02820514443291633,True
96,416,1.7100036671230596,0.0319105906776499,True
97,417,1.8072343558631068,0.020157361200392132,True
98,418,1.821213166336926,0.018844882568841648,True
99,419,1.8243906481770829,0.018557875515132993,True
100,420,1.8147488262040021,0.019441597496130947,True
101,421,1.7706929404175968,0.024000659283659798,True
102,422,1.737265965454914,0.028099963308529374,True
103,423,1.7374507494956999,0.02807562748484793,True
104,424,1.7358000260817892,0.02829371502209299,True
105,425,1.7597569964050306,0.025276604375353395,True
106,426,1.7477967497167282,0.026743645098983526,True
107,427,1.7798637931912513,0.022976904959412736,True
108,428,1.7583534558642628,0.02544482764863898,True
109,429,1.7686609348271316,0.02423313849241515,True
110,430,1.729762808303833,0.029104677755969033,True
111,431,1.7300065965768625,0.029071520377410343,True
112,432,1.715471054538013,0.031110338432048357,True
113,433,1.6744395018717566,0.03759289910139818,True
114,434,1.574193752897574,0.058884857386339196,False
115,435,1.5897366801330473,0.05500036502264982,False
116,436,1.6121023622463861,0.04981200875753533,True
