,cause,effect,p_value,optimal_lag,significant,stat
0,ADAUSDT,BNBUSDT,"[np.float64(8.866703631256932e-22), np.float64(7.006286093544591e-37), np.float64(1.1510015118378902e-35), np.float64(1.0308957031608164e-34), np.float64(7.985457605105034e-34), np.float64(2.6782599547871652e-33), np.float64(6.315464264240111e-34), np.float64(7.915912573859273e-33), np.float64(2.5326758116324944e-32), np.float64(8.850717505129294e-32), np.float64(3.911774756039237e-31), np.float64(1.6313241401981964e-33), np.float64(1.3419789573903681e-33), np.float64(6.059192507861365e-34), np.float64(1.6672199354103533e-33), np.float64(2.4380762664608815e-33), np.float64(1.4652528012327273e-33), np.float64(3.57376059448417e-33), np.float64(2.0965796564680582e-33), np.float64(1.0890768965866116e-34), np.float64(2.446523935934558e-36), np.float64(2.4778554337053673e-36), np.float64(8.152486592935855e-36), np.float64(1.9621143089903728e-35), np.float64(6.546728333155618e-35), np.float64(6.563066831168318e-35), np.float64(1.8046589316445464e-34), np.float64(3.309231385558096e-34), np.float64(1.0165142826563794e-33), np.float64(2.9801326381687094e-35), np.float64(2.4627982126695966e-35), np.float64(6.508396585544197e-35), np.float64(2.2186991248938833e-34), np.float64(6.779697090715904e-34), np.float64(1.0544057685915049e-33), np.float64(1.9014206631954415e-33), np.float64(5.2652421991111605e-34), np.float64(1.0168712741957477e-33), np.float64(3.673443052477626e-33), np.float64(8.126171692381668e-33), np.float64(3.428518987530234e-33), np.float64(9.121577896978341e-33), np.float64(6.309600336836457e-33), np.float64(2.3428023974318045e-33), np.float64(2.0072494737383854e-33), np.float64(4.011278348841364e-33), np.float64(7.874958113463848e-33), np.float64(2.0367660242921555e-32), np.float64(3.1278996631966184e-32), np.float64(1.3198557828327916e-32), np.float64(3.751784508317362e-32), np.float64(1.6896229727844855e-32), np.float64(2.0154891714208405e-32), np.float64(6.415158189842729e-32), np.float64(1.0768581761438106e-31), np.float64(2.4000795874918654e-31), np.float64(4.256999745499678e-31), np.float64(2.552609413637172e-31), np.float64(6.685619128714657e-32), np.float64(7.782731154147621e-32), np.float64(6.768772434954799e-32), np.float64(1.452254219229219e-31), np.float64(1.5820910232055198e-31), np.float64(2.3571331547958516e-31), np.float64(4.402498249270898e-31), np.float64(9.674683468007597e-31), np.float64(1.1728070546149612e-30), np.float64(1.9247172132607404e-32), np.float64(1.3027197899045623e-32), np.float64(1.0870079485521515e-33), np.float64(1.790659315842088e-33), np.float64(2.2779803865082257e-33), np.float64(2.0467267171533686e-33), np.float64(1.191323862492596e-34), np.float64(2.568699349951889e-38), np.float64(1.8132615434031542e-38), np.float64(3.034335384857627e-38), np.float64(2.2519307935516092e-37), np.float64(5.113591398107773e-44), np.float64(1.8705311093169269e-44), np.float64(2.5734879096272548e-43)]",80,True,"[np.float64(92.25258957570837), np.float64(83.73221248397418), np.float64(55.50661076266003), np.float64(41.57786977226279), np.float64(33.21243924009767), np.float64(27.8813615532829), np.float64(24.83638491521647), np.float64(21.499575793862775), np.float64(19.205052129086642), np.float64(17.33851854209791), np.float64(15.755648586821021), np.float64(15.671278083202454), np.float64(14.728970038102593), np.float64(14.009838752782063), np.float64(13.122814622651937), np.float64(12.428405336499683), np.float64(11.927116190524327), np.float64(11.30867311232072), np.float64(10.918028878788295), np.float64(10.83352849976853), np.float64(10.845741150000395), np.float64(10.472946279612364), np.float64(10.016869524945237), np.float64(9.625907680582156), np.float64(9.235046869892559), np.float64(8.97711098677825), np.float64(8.652469388306129), np.float64(8.3825697461322), np.float64(8.089360929776474), np.float64(8.170865727310472), np.float64(7.999890309181142), np.float64(7.755177942637308), np.float64(7.506293671002512), np.float64(7.278363497922383), np.float64(7.107607078502439), np.float64(6.936018331984428), np.float64(6.892474433559918), np.float64(6.73045253546906), np.float64(6.537923035244534), np.float64(6.383339000212638), np.float64(6.332430210584167), np.float64(6.178653274071008), np.float64(6.106885351817426), np.float64(6.072364392385007), np.float64(5.994422495623227), np.float64(5.874959558868255), np.float64(5.761018140487023), np.float64(5.637290306148584), np.float64(5.544228324695277), np.float64(5.518270951640528), np.float64(5.400898443866296), np.float64(5.37545108294279), np.float64(5.305290453561604), np.float64(5.192140237092937), np.float64(5.111736356746919), np.float64(5.021153244506166), np.float64(4.943488325278874), np.float64(4.915618030854156), np.float64(4.924258413467381), np.float64(4.869554890934154), np.float64(4.828665071064738), np.float64(4.751784696045471), np.float64(4.704636021463147), np.float64(4.646246732851888), np.float64(4.580471026505098), np.float64(4.510036288405246), np.float64(4.464523585132357), np.float64(4.58463471802572), np.float64(4.5614755178113615), np.float64(4.61641772231207), np.float64(4.56106469135541), np.float64(4.516402546932019), np.float64(4.485262224666216), np.float64(4.551268759328537), np.float64(4.80786099155409), np.float64(4.7828803145234176), np.float64(4.729630639234974), np.float64(4.628130980024605), np.float64(5.0919170619901015), np.float64(5.085997048190109), np.float64(4.966068498188068)]"
1,BNBUSDT,ADAUSDT,"[np.float64(3.364128177257667e-09), np.float64(2.5602842689448943e-19), np.float64(1.6522453877401546e-18), np.float64(2.626163119442737e-19), np.float64(3.0418246997563274e-18), np.float64(1.5892465299806768e-22), np.float64(2.1490079621399706e-21), np.float64(2.8095693057857613e-21), np.float64(3.924387907176132e-22), np.float64(6.638662271222681e-23), np.float64(3.221124767320098e-22), np.float64(7.507030545140362e-22), np.float64(5.0197425628937776e-21), np.float64(4.0713586448682334e-21), np.float64(2.6045094831233472e-20), np.float64(2.5310202611767393e-21), np.float64(7.866586020345549e-22), np.float64(2.068444875284166e-21), np.float64(2.00485613408542e-21), np.float64(9.76298463293489e-22), np.float64(1.7617550945299847e-22), np.float64(7.1991947240726545e-22), np.float64(1.9172477261010124e-21), np.float64(2.7209999596630945e-21), np.float64(1.6596630933087716e-21), np.float64(2.8974003799338427e-21), np.float64(1.4222197865731496e-20), np.float64(5.127344557001734e-21), np.float64(1.4462174747279672e-20), np.float64(3.0609363756819064e-20), np.float64(2.517301138986805e-20), np.float64(9.116558931602821e-20), np.float64(1.7140714496500623e-19), np.float64(3.7209217781142947e-19), np.float64(5.932261160658452e-20), np.float64(1.0191154592343883e-19), np.float64(3.913184093466857e-21), np.float64(3.863765802873749e-21), np.float64(3.198552913709789e-21), np.float64(4.830284068105909e-21), np.float64(1.0352518969084418e-20), np.float64(2.1239685264846693e-20), np.float64(3.459179021251207e-20), np.float64(7.359120715311882e-23), np.float64(1.5483996365031641e-22), np.float64(3.1410518161307674e-22), np.float64(3.8461369925849363e-22), np.float64(4.445647813371951e-22), np.float64(9.672708744376605e-22), np.float64(4.622119461640402e-22), np.float64(8.589062142799164e-22), np.float64(1.0922097455312685e-21), np.float64(3.2494903113735552e-21), np.float64(3.082276465400979e-22), np.float64(2.4726338996441237e-22), np.float64(6.732637234374225e-23), np.float64(5.633467463293898e-23), np.float64(5.930308954418189e-23), np.float64(5.407421815156842e-27), np.float64(5.529544386897004e-27), np.float64(1.3152081673297687e-29), np.float64(5.429829971687986e-30), np.float64(5.833346976465936e-30), np.float64(4.745992000967329e-30), np.float64(8.499085833108208e-30), np.float64(1.17039364495669e-29), np.float64(2.622746494428826e-29), np.float64(2.3248995223025124e-29), np.float64(3.6453389309639416e-29), np.float64(6.413627806736533e-31), np.float64(7.700003400640088e-31), np.float64(1.1969850684848083e-30), np.float64(1.8441753535893703e-30), np.float64(2.014521595771521e-31), np.float64(5.820228155478126e-32), np.float64(2.7014611157641044e-32), np.float64(1.2925757145884192e-34), np.float64(1.9905934133411177e-34), np.float64(1.4149816173358437e-38), np.float64(1.193505721307569e-38), np.float64(4.261054665866023e-37)]",80,True,"[np.float64(35.00448775476749), np.float64(42.936577821269175), np.float64(28.72247099923155), np.float64(23.397866961695765), np.float64(18.384180840848327), np.float64(19.289105186948586), np.float64(16.20915251079965), np.float64(14.49268818749326), np.float64(13.676894527908475), np.float64(12.979837836070285), np.float64(11.746926705146109), np.float64(10.843085040531891), np.float64(9.893232670708201), np.float64(9.405174972242213), np.float64(8.671813602765274), np.float64(8.612521003249885), np.float64(8.40656447267413), np.float64(7.954139374916748), np.float64(7.6660341293828385), np.float64(7.484165918207497), np.float64(7.427699974098098), np.float64(7.048974854611073), np.float64(6.74361535342326), np.float64(6.523091081300091), np.float64(6.398606857026094), np.float64(6.187487184826534), np.float64(5.899223999674573), np.float64(5.853341415411215), np.float64(5.63967059375196), np.float64(5.461928374182068), np.float64(5.3690304956964265), np.float64(5.167702469398339), np.float64(5.026166005034507), np.float64(4.881461752781383), np.float64(4.930878297335042), np.float64(4.812469954301363), np.float64(4.957592289363247), np.float64(4.881372640587294), np.float64(4.820128810925053), np.float64(4.7237860183756535), np.float64(4.609914695186514), np.float64(4.503389093171865), np.float64(4.414968122117012), np.float64(4.716747786410186), np.float64(4.614069969112086), np.float64(4.517289000646455), np.float64(4.451761328705131), np.float64(4.391797592813004), np.float64(4.300473809778098), np.float64(4.291449499777847), np.float64(4.213159800691081), np.float64(4.156656545782813), np.float64(4.05959183405037), np.float64(4.134787368764257), np.float64(4.104642334578806), np.float64(4.126596276077656), np.float64(4.09568802600519), np.float64(4.055249766581677), np.float64(4.433174964459728), np.float64(4.390768353783773), np.float64(4.607433754041761), np.float64(4.601818083552282), np.float64(4.557201113390376), np.float64(4.5251110652648885), np.float64(4.462406871116763), np.float64(4.411742083471137), np.float64(4.343380844016526), np.float64(4.31259123830003), np.float64(4.260846758901291), np.float64(4.379267205716469), np.float64(4.338147069474377), np.float64(4.288595336241314), np.float64(4.240552476040594), np.float64(4.288285262524421), np.float64(4.300496523736316), np.float64(4.295946797934657), np.float64(4.447728289291452), np.float64(4.401222529558422), np.float64(4.685482704045361), np.float64(4.6573599809228305), np.float64(4.5094633906407475)]"
2,ADAUSDT,BTCUSDT,"[np.float64(7.507530275940346e-10), np.float64(4.521939459086992e-09), np.float64(1.5675627478261283e-08), np.float64(2.091039947502119e-11), np.float64(1.2734083076119476e-11), np.float64(3.1376879849137594e-12), np.float64(1.2919037131759791e-12), np.float64(4.057757270498302e-12), np.float64(3.057533946410257e-12), np.float64(1.4002272224492912e-12), np.float64(2.2418868777528037e-13), np.float64(5.570300671424092e-15), np.float64(5.47150868968916e-15), np.float64(2.195364705172447e-15), np.float64(2.524703754628922e-15), np.float64(5.053255282304253e-15), np.float64(1.1135466024406733e-15), np.float64(2.549136072115988e-15), np.float64(4.542475854312058e-15), np.float64(2.925135877748401e-15), np.float64(2.6440657884703876e-15), np.float64(1.53233851011413e-18), np.float64(3.791371204695978e-18), np.float64(2.6746419532183007e-18), np.float64(3.956588274142812e-18), np.float64(4.557608671164351e-18), np.float64(1.0693290300854278e-18), np.float64(5.214958118554037e-19), np.float64(9.389463129275142e-19), np.float64(2.7889626924314676e-18), np.float64(7.704530800454473e-19), np.float64(2.987638812577038e-19), np.float64(6.562470482919314e-19), np.float64(1.4991759283914607e-18), np.float64(2.5608512886770204e-18), np.float64(4.665122713251842e-18), np.float64(1.663105574801029e-18), np.float64(1.0736124099300706e-18), np.float64(6.675566681635194e-19), np.float64(6.012336316996502e-19), np.float64(3.751732436954486e-19), np.float64(4.210139557747529e-19), np.float64(4.569108704403207e-19), np.float64(5.707240933939657e-19), np.float64(1.1971923883647907e-18), np.float64(2.3884837770216483e-18), np.float64(2.8431251342352506e-18), np.float64(6.2161320139195294e-18), np.float64(5.5541684432168746e-18), np.float64(1.3048112487861226e-17), np.float64(7.806572580442915e-18), np.float64(1.0880755084604283e-17), np.float64(3.811954703952204e-18), np.float64(3.803085306752127e-19), np.float64(5.831570234977312e-19), np.float64(1.007212025885564e-18), np.float64(2.0783207597326813e-19), np.float64(2.9134857273521855e-19), np.float64(5.002052767748536e-19), np.float64(6.953771992693036e-19), np.float64(1.1583358443643044e-18), np.float64(1.1833504377137278e-18), np.float64(4.848550774195425e-19), np.float64(4.637965026808302e-19), np.float64(3.283832293190608e-19), np.float64(1.2130055143643476e-19), np.float64(2.0143010528516263e-19), np.float64(5.698668872937853e-21), np.float64(1.0824539186662382e-20), np.float64(1.9897865922869057e-20), np.float64(4.0815137971655475e-20), np.float64(7.814963546772505e-21), np.float64(4.071278726586286e-22), np.float64(1.5026354787859727e-22), np.float64(2.652791518718263e-23), np.float64(1.8856052898537824e-23), np.float64(6.026822486885314e-25), np.float64(1.6717768104063187e-24), np.float64(5.606712438396295e-26), np.float64(4.3109755990739275e-26), np.float64(1.1777946428778429e-27)]",81,True,"[np.float64(37.93529202889596), np.float64(19.239998378160067), np.float64(13.086974310301466), np.float64(14.004508468761871), np.float64(12.004148568838538), np.float64(10.969656968960383), np.float64(10.064020882150892), np.float64(8.821967692843455), np.float64(8.190822008830638), np.float64(7.791268557913994), np.float64(7.676392849245121), np.float64(7.930053044843041), np.float64(7.508784112142739), np.float64(7.290138942235085), np.float64(6.938817179567579), np.float64(6.548470242778859), np.float64(6.503044955476816), np.float64(6.158674629453285), np.float64(5.878470749629329), np.float64(5.745231194242443), np.float64(5.585375281798672), np.float64(6.235467446373476), np.float64(5.966940528634274), np.float64(5.843662004458567), np.float64(5.658597734294909), np.float64(5.509824486335323), np.float64(5.5142383338238), np.float64(5.455071919957906), np.float64(5.289960449627475), np.float64(5.093606481986876), np.float64(5.098070259623145), np.float64(5.076153477075847), np.float64(4.92505844538483), np.float64(4.778847279909607), np.float64(4.660876424880119), np.float64(4.544137185790418), np.float64(4.545471420929527), np.float64(4.506942190242009), np.float64(4.472766285942412), np.float64(4.416447938157408), np.float64(4.38574317443703), np.float64(4.320323333749792), np.float64(4.259676259175656), np.float64(4.193180211985672), np.float64(4.099042238270032), np.float64(4.011222197736182), np.float64(3.9558049054705884), np.float64(3.8685256935394934), np.float64(3.8333840833735384), np.float64(3.7472348750406734), np.float64(3.736834889310361), np.float64(3.682526239570637), np.float64(3.7012512833034905), np.float64(3.782492382331572), np.float64(3.7257939354314), np.float64(3.6649895949432554), np.float64(3.7082410980842266), np.float64(3.659596003194471), np.float64(3.6028800957243763), np.float64(3.5574866370573264), np.float64(3.505090157237535), np.float64(3.476185967979322), np.float64(3.488761711005465), np.float64(3.4638482397716466), np.float64(3.452649769069156), np.float64(3.469498891498813), np.float64(3.4227293241949983), np.float64(3.5455380471575353), np.float64(3.4939345652253904), np.float64(3.444830320919027), np.float64(3.392450588254119), np.float64(3.4347489610104835), np.float64(3.525819913354119), np.float64(3.5399649156121957), np.float64(3.581187142281032), np.float64(3.5701687121488623), np.float64(3.6714701670814858), np.float64(3.6112400930303217), np.float64(3.7075415966372485), np.float64(3.6929860850538834), np.float64(3.7923188747470595)]"
3,BTCUSDT,ADAUSDT,"[np.float64(0.020900091767662162), np.float64(7.865076155427564e-05), np.float64(7.116868788586213e-05), np.float64(0.00011683929381064278), np.float64(8.702410013392119e-05), np.float64(4.2447311138194936e-05), np.float64(0.00012607330317136443), np.float64(0.00017230603470548564), np.float64(2.7583245111590377e-05), np.float64(6.207769147135494e-05), np.float64(0.00011833971245849874), np.float64(8.187529633946751e-06), np.float64(2.091146194568181e-05), np.float64(5.0541707474512014e-05), np.float64(6.537836237594704e-05), np.float64(0.00010342884083705391), np.float64(7.349442308102828e-05), np.float64(6.081707791318283e-05), np.float64(2.234899391996203e-05), np.float64(4.020445104953428e-05), np.float64(1.967689877492542e-06), np.float64(1.7039229297441604e-07), np.float64(2.5899388562784234e-07), np.float64(2.961846409669865e-07), np.float64(5.526742422462886e-07), np.float64(4.589521771226253e-07), np.float64(1.200954681852096e-07), np.float64(7.17033427631861e-08), np.float64(1.412876795085315e-07), np.float64(2.827490856544202e-07), np.float64(1.1460011820512974e-07), np.float64(1.0990566492461863e-07), np.float64(9.426506703763485e-08), np.float64(1.571104986623317e-07), np.float64(1.9424177583631814e-07), np.float64(2.6914496258151436e-07), np.float64(5.498710818291175e-07), np.float64(3.285898702388561e-07), np.float64(4.3049123052223356e-07), np.float64(3.348489491615328e-07), np.float64(4.133442148872583e-07), np.float64(8.528616439060807e-09), np.float64(1.447094440954138e-08), np.float64(2.3457326675817252e-08), np.float64(3.6666472493382786e-08), np.float64(4.797420612523823e-08), np.float64(2.821314070763888e-08), np.float64(3.766379816722851e-08), np.float64(5.4931295408124696e-08), np.float64(6.61968745553711e-08), np.float64(5.8631416045145605e-09), np.float64(1.129685549347015e-09), np.float64(7.89126276496331e-10), np.float64(7.524697705641084e-10), np.float64(3.569183057629883e-10), np.float64(6.157210642783468e-10), np.float64(7.885807400686568e-10), np.float64(1.1588286633333894e-09), np.float64(6.547120404545371e-11), np.float64(6.532224628449135e-12), np.float64(6.542845476126572e-12), np.float64(5.795639493959884e-12), np.float64(2.6497704081945857e-12), np.float64(4.1946247006581915e-12), np.float64(5.514286452195568e-12), np.float64(6.8377189780824545e-12), np.float64(2.930152798628835e-12), np.float64(4.325573404506381e-13), np.float64(4.4809243939933134e-13), np.float64(2.7603118189578624e-13), np.float64(4.808720630978567e-13), np.float64(9.732213594223323e-13), np.float64(1.646739396033467e-12), np.float64(2.0148001754551686e-12), np.float64(5.870030278354354e-13), np.float64(6.532619691719027e-13), np.float64(5.499266201282118e-13), np.float64(7.254514375169972e-13), np.float64(8.05125931093511e-13), np.float64(8.584086572515775e-14), np.float64(2.200828873731407e-14)]",81,True,"[np.float64(5.336278180962967), np.float64(9.456701189152213), np.float64(7.2779755068774215), np.float64(5.797969586314828), np.float64(5.215418391785089), np.float64(4.975204000912781), np.float64(4.193211212195182), np.float64(3.815908446681997), np.float64(4.102676147456296), np.float64(3.680444189946945), np.float64(3.3606291528939485), np.float64(3.8032205269124324), np.float64(3.4657924120732337), np.float64(3.1768306374821313), np.float64(3.032373745025744), np.float64(2.867559830827526), np.float64(2.852818036584713), np.float64(2.8155603760213785), np.float64(2.90444999453656), np.float64(2.75662397648469), np.float64(3.1134333854151515), np.float64(3.3566916308896784), np.float64(3.236493168634616), np.float64(3.1576944621218073), np.float64(3.0288134183630255), np.float64(2.9971560064403397), np.float64(3.0898591973481047), np.float64(3.0921781217008255), np.float64(2.9764766052710088), np.float64(2.864952466411989), np.float64(2.910954232319666), np.float64(2.875206127766684), np.float64(2.851412163189695), np.float64(2.770514944427613), np.float64(2.718983996598644), np.float64(2.6600585733490187), np.float64(2.5708497016847107), np.float64(2.5867396680845696), np.float64(2.538657236302388), np.float64(2.5338886261648264), np.float64(2.493465616637279), np.float64(2.759370992532662), np.float64(2.6948258731161063), np.float64(2.6356108316695925), np.float64(2.5808255762161774), np.float64(2.5400741810813363), np.float64(2.555049405652752), np.float64(2.514916600195132), np.float64(2.4701650820899994), np.float64(2.439198638221354), np.float64(2.5748217408368665), np.float64(2.655338978682568), np.float64(2.6562669727870567), np.float64(2.6390971821523705), np.float64(2.662389077536001), np.float64(2.612360616716125), np.float64(2.58022338116343), np.float64(2.5413277270114882), np.float64(2.679357126478831), np.float64(2.780472787853435), np.float64(2.761209708795564), np.float64(2.748628989692666), np.float64(2.7688983822061135), np.float64(2.7284802974891638), np.float64(2.6979289683268), np.float64(2.670892953696819), np.float64(2.694473959334978), np.float64(2.766025079454079), np.float64(2.7476405353808064), np.float64(2.7528257929242406), np.float64(2.712216724418341), np.float64(2.6658174399633734), np.float64(2.628059033471281), np.float64(2.6050675973846427), np.float64(2.643817211383097), np.float64(2.6252834237314873), np.float64(2.6187685695854546), np.float64(2.5939092547774214), np.float64(2.5766106741574974), np.float64(2.6537837297326123), np.float64(2.6938749250799066)]"
4,ADAUSDT,DOGEUSDT,"[np.float64(9.768536559595073e-19), np.float64(3.229662497488962e-32), np.float64(3.622139850480055e-36), np.float64(2.395654274305125e-36), np.float64(9.350621755472565e-36), np.float64(1.1693783937037236e-36), np.float64(1.5069251633619533e-37), np.float64(1.8279132515035476e-37), np.float64(3.897439403917264e-37), np.float64(1.3122340203848667e-36), np.float64(1.781107073710611e-35), np.float64(1.9180561888697342e-36), np.float64(4.816147586793345e-36), np.float64(2.490771987479289e-36), np.float64(6.336096391542934e-37), np.float64(8.29729815329936e-38), np.float64(1.2140123793994306e-42), np.float64(2.6338367145647165e-42), np.float64(2.254868498184397e-43), np.float64(3.0088968584627823e-43), np.float64(1.3065123507044073e-49), np.float64(2.2700708911980316e-51), np.float64(6.081990968227647e-51), np.float64(2.369287694639119e-50), np.float64(3.2829438352822066e-51), np.float64(3.59640797335999e-51), np.float64(5.59935335578694e-51), np.float64(1.7862676731851752e-51), np.float64(4.47095987973142e-51), np.float64(4.8402542099053094e-52), np.float64(2.803041535671001e-52), np.float64(2.1801075142827214e-52), np.float64(1.658907463196533e-52), np.float64(3.588342885877418e-52), np.float64(1.3407922635488817e-52), np.float64(3.54983852503443e-52), np.float64(2.39799328628366e-52), np.float64(4.027866683596511e-52), np.float64(5.8808477314565984e-52), np.float64(1.8082285927805957e-51), np.float64(7.016853572645211e-51), np.float64(4.677878731893153e-50), np.float64(1.5699940916037046e-50), np.float64(2.1058060494409525e-50), np.float64(6.62629721729725e-50), np.float64(1.132689242109567e-49), np.float64(7.604105956912107e-49), np.float64(1.902537859870517e-48), np.float64(3.5770537959954113e-48), np.float64(1.0303658409049096e-48), np.float64(2.140119450891968e-48), np.float64(4.606392863549859e-48), np.float64(4.213098442965705e-48), np.float64(5.531847012212336e-48), np.float64(1.0530201341772025e-47), np.float64(2.367002769230954e-47), np.float64(2.8188851779063865e-47), np.float64(1.141552551711846e-47), np.float64(1.6242857330574313e-47), np.float64(3.694108355167557e-47), np.float64(4.724271990510425e-47), np.float64(9.237126765910101e-47), np.float64(1.8618823417367802e-46), np.float64(2.995542929949368e-46), np.float64(4.0170955409038704e-46), np.float64(5.1147758175386764e-46), np.float64(9.828571830442587e-46), np.float64(8.762278452009316e-47), np.float64(2.277066216721422e-46), np.float64(8.15925179374762e-49), np.float64(1.9732260578365262e-48), np.float64(8.465949403846053e-48), np.float64(7.089568499756399e-47), np.float64(1.0676994178057035e-46), np.float64(1.0679867656595076e-49), np.float64(1.192809779174948e-49), np.float64(2.1880344999790417e-49), np.float64(2.273139988593928e-49), np.float64(4.985609349466495e-56), np.float64(4.985082356483124e-56), np.float64(5.573159728359911e-56)]",80,True,"[np.float64(78.32041398531754), np.float64(72.87687443803816), np.float64(56.29098339387815), np.float64(43.50345799893851), np.float64(35.04431665976322), np.float64(30.551887305794068), np.float64(27.316930795404016), np.float64(24.2931921313842), np.float64(21.79666193732731), np.float64(19.691667610924014), np.float64(17.690262065329577), np.float64(16.87171738955286), np.float64(15.65824429753734), np.float64(14.855475551910308), np.float64(14.259096244141704), np.float64(13.825522303170352), np.float64(14.602837604530173), np.float64(13.861261321190003), np.float64(13.565804261102766), np.float64(12.999539673617708), np.float64(14.041042853849678), np.float64(13.937474295239005), np.float64(13.36361547073094), np.float64(12.801412236362967), np.float64(12.57656039173621), np.float64(12.19305848335865), np.float64(11.808070914943134), np.float64(11.575335932773031), np.float64(11.199966694532563), np.float64(11.082420446820617), np.float64(10.851386492662156), np.float64(10.613635439419228), np.float64(10.39125330237097), np.float64(10.112137607897758), np.float64(9.961663480202205), np.float64(9.696011296632078), np.float64(9.527876338891133), np.float64(9.313619140131546), np.float64(9.117985644858484), np.float64(8.8889368716593), np.float64(8.657277244660593), np.float64(8.406119793484864), np.float64(8.32664975096363), np.float64(8.177719004776176), np.float64(7.990955244068083), np.float64(7.8426658850012645), np.float64(7.632145644830967), np.float64(7.477897490327428), np.float64(7.343206643842986), np.float64(7.302113031865293), np.float64(7.171032262617901), np.float64(7.042984153455272), np.float64(6.957813000921196), np.float64(6.859659662359913), np.float64(6.7486911354966015), np.float64(6.634251899169485), np.float64(6.550287188150357), np.float64(6.513826506827673), np.float64(6.427198234077302), np.float64(6.324322753397696), np.float64(6.247421582486637), np.float64(6.156158490200881), np.float64(6.066353463574673), np.float64(5.987715286307573), np.float64(5.9181643997016895), np.float64(5.852487357417725), np.float64(5.773471545516462), np.float64(5.808050493412915), np.float64(5.721021084777819), np.float64(5.868769708359272), np.float64(5.7859989088115436), np.float64(5.685548902133187), np.float64(5.564681753268177), np.float64(5.504461934050281), np.float64(5.688830856201596), np.float64(5.638637126148973), np.float64(5.573584924810175), np.float64(5.528253110875835), np.float64(5.967454155619938), np.float64(5.920244245727995), np.float64(5.8707111960558835)]"
