,date,f_stat,p_value,significant
6820,7140,1.8320701654347458,0.017880975918294184,True
6821,7141,1.883061328105846,0.013939723299658424,True
6822,7142,1.9206219989976911,0.011575557053111196,True
6823,7143,1.9393752915608984,0.010541989324853618,True
6824,7144,1.8767645643314093,0.014378009614555487,True
6825,7145,1.8769705194869692,0.01436347161090279,True
6826,7146,1.8717865561142393,0.014733630083075933,True
6827,7147,1.8735440837246076,0.014607142655929994,True
6828,7148,1.8723825132084784,0.014690624910084105,True
6829,7149,1.9998949227241962,0.007770443520970671,True
6830,7150,2.064240001541468,0.005589781130479032,True
6831,7151,2.0543961565384126,0.005880573686992352,True
6832,7152,2.0453586262193584,0.006160227368718574,True
6833,7153,2.062439301525707,0.005641926572213629,True
6834,7154,2.098825298073888,0.004673334793713901,True
6835,7155,2.1348233257083438,0.0038731535318450305,True
6836,7156,2.1546370160964727,0.003490702755981956,True
6837,7157,2.0694853423969306,0.005440497609170758,True
6838,7158,2.063558403151172,0.005609464719199764,True
6839,7159,1.9582703639933594,0.009589285261508929,True
6840,7160,1.9966586846198007,0.00789918083512442,True
6841,7161,1.9690631624332096,0.009082315866482893,True
6842,7162,2.0394823050330686,0.00634882584019103,True
6843,7163,2.0400266202218726,0.006331127275184367,True
6844,7164,2.000923424412186,0.007729949368762701,True
6845,7165,2.1115787567026403,0.004373222349878247,True
6846,7166,2.1132050551886272,0.004336308561917246,True
6847,7167,2.0969078415903413,0.00472012949988998,True
6848,7168,2.098106431979074,0.0046908260709654925,True
6849,7169,2.1004922629659295,0.00463301485623302,True
6850,7170,2.1371116706468025,0.003827006849773329,True
6851,7171,2.145167313203178,0.0036687249393044796,True
6852,7172,2.128985009937481,0.003993323685440142,True
6853,7173,2.152270717317091,0.0035343919375294686,True
6854,7174,2.166095054069963,0.0032863993371095024,True
6855,7175,2.13840249541686,0.003801209698385488,True
6856,7176,2.144810208455237,0.0036756061992206934,True
6857,7177,2.241958400181913,0.0021971156649203127,True
6858,7178,2.2608846021675473,0.001985417638376008,True
6859,7179,2.2499730320513445,0.002104929719563775,True
6860,7180,2.285470397792581,0.0017397210633579574,True
6861,7181,2.20321560970669,0.0027006255791055533,True
6862,7182,2.1949835832455182,0.0028211296600988423,True
6863,7183,2.197104887574748,0.002789590123926544,True
6864,7184,2.2126008034374913,0.0025692981039869833,True
6865,7185,2.2342778655604865,0.002289114903706313,True
6866,7186,2.2412336993894577,0.0022056412103810263,True
6867,7187,2.2307407058859194,0.002332725874682806,True
6868,7188,2.235827901745096,0.0022702532415791454,True
6869,7189,2.2880776617071428,0.0017154637837331066,True
6870,7190,2.3096012851142036,0.0015273577194447885,True
6871,7191,2.310083848444059,0.0015233786153436846,True
6872,7192,2.3047755716074954,0.0015677081312078789,True
6873,7193,2.2934773191500613,0.0016662649918528505,True
6874,7194,2.363443143525521,0.0011402682972672107,True
6875,7195,2.36068424066034,0.0011575418442421048,True
6876,7196,2.364419912364287,0.0011342130291674968,True
6877,7197,2.365099617954212,0.0011300178080376755,True
6878,7198,2.364965331669314,0.0011308454402314538,True
6879,7199,2.3817867101401915,0.0010316310448789112,True
6880,7200,2.3619729886894283,0.0011494415248757273,True
6881,7201,2.3733063096180844,0.0010805414479915232,True
6882,7202,2.2901952691259195,0.0016960037038064035,True
6883,7203,2.2423831569224353,0.002192133551564557,True
6884,7204,2.24768290287763,0.0021308823578291003,True
6885,7205,2.272078696805339,0.001869646068083819,True
6886,7206,2.253277347686333,0.0020680221460506187,True
6887,7207,2.2373437123126347,0.002251953404027063,True
6888,7208,2.24561344013763,0.0021546003382121315,True
6889,7209,2.2658385028671573,0.0019333518443643838,True
6890,7210,2.2426303308180624,0.002189239396915288,True
6891,7211,2.2557465783258257,0.002040851645596309,True
6892,7212,2.2102222070641777,0.0026019863884231276,True
6893,7213,2.216052205436518,0.002522570708604288,True
6894,7214,2.219742009242403,0.002473523508173092,True
6895,7215,2.2960428762311067,0.0016433711145397156,True
6896,7216,2.313933006055256,0.0014919974737053199,True
6897,7217,2.298345810262948,0.0016230807683471626,True
6898,7218,2.464834811348878,0.0006535005055686716,True
6899,7219,2.406794144539963,0.0008996191314648572,True
6900,7220,2.4115216880753154,0.000876583352997784,True
6901,7221,2.54963638347152,0.000407906087952159,True
6902,7222,2.5190780967099324,0.000483685597791661,True
6903,7223,2.536755036323257,0.0004383161956924564,True
6904,7224,2.5309125403966326,0.000452830306090668,True
6905,7225,2.503054253414895,0.0005287614268181251,True
6906,7226,2.4570109180043667,0.0006823715049903978,True
6907,7227,2.469300937581525,0.0006375584612634544,True
6908,7228,2.322475171629543,0.0014245803918739863,True
6909,7229,2.1365301161527723,0.0038386841257310733,True
6910,7230,2.16187298568687,0.003360304826438898,True
6911,7231,2.0810137418895565,0.005125684442422007,True
6912,7232,2.044316601114333,0.0061932759955826144,True
6913,7233,2.038869216715501,0.00636881711882753,True
6914,7234,2.026737777065742,0.006776964465014967,True
6915,7235,1.9216873405418298,0.011514366021595945,True
6916,7236,1.8326240600894717,0.017833056103868095,True
6917,7237,1.8159814339066196,0.01932647545388877,True
6918,7238,1.797382921983357,0.021132904231640603,True
6919,7239,1.772866039500734,0.02375432386552745,True
6920,7240,1.7647073993774671,0.02469144052806782,True
6921,7241,1.7398601065621262,0.02776008967038346,True
6922,7242,1.721601094617934,0.030235014174515462,True
6923,7243,1.7184502962163128,0.030682060721491378,True
6924,7244,1.731391376869916,0.028883836158860143,True
6925,7245,1.7398862372032688,0.027756685488182886,True
6926,7246,1.3939420174448236,0.12480154754301453,False
6927,7247,1.397571048560967,0.12302580876322744,False
6928,7248,1.203959262260563,0.2506372329016957,False
6929,7249,1.294032170455642,0.18253147328561203,False
6930,7250,1.2632594285028718,0.2040034016888983,False
6931,7251,1.271512134887068,0.19806532381411124,False
6932,7252,1.3179217767196727,0.1671034545598542,False
6933,7253,1.3281502705011834,0.1608206383707509,False
6934,7254,1.3016608362647177,0.17748873004765908,False
6935,7255,1.354291447132679,0.14561727519898693,False
6936,7256,1.3563763888324742,0.14445646286762426,False
6937,7257,1.3603047599613634,0.14228970206448244,False
