Local time,Open,High,Low,Close,Volume
01.08.2024 01:54:46.000 GMT+0100,1.28527,1.28529,1.28527,1.28529,4.500000000000001
01.08.2024 01:54:48.000 GMT+0100,1.28529,1.28529,1.28529,1.28529,0.9
01.08.2024 01:54:49.000 GMT+0100,1.28529,1.28532,1.28529,1.28532,3.6
01.08.2024 01:54:50.000 GMT+0100,1.28532,1.28532,1.28532,1.28532,1.8
01.08.2024 01:54:51.000 GMT+0100,1.28531,1.28533,1.28531,1.28533,1.8
01.08.2024 01:54:52.000 GMT+0100,1.28532,1.28533,1.28532,1.28533,2.7000000000000006
01.08.2024 01:54:53.000 GMT+0100,1.28533,1.28533,1.28530,1.28531,7.6499999999999995
01.08.2024 01:54:54.000 GMT+0100,1.28531,1.28539,1.28531,1.28538,11.249999999999998
01.08.2024 01:54:56.000 GMT+0100,1.28537,1.28540,1.28537,1.28540,3.6
01.08.2024 01:54:57.000 GMT+0100,1.28537,1.28537,1.28537,1.28537,0.9
01.08.2024 01:54:58.000 GMT+0100,1.28537,1.28537,1.28537,1.28537,1.8
01.08.2024 01:54:59.000 GMT+0100,1.28535,1.28535,1.28533,1.28533,8.549999999999999
01.08.2024 01:55:00.000 GMT+0100,1.28533,1.28542,1.28533,1.28539,15.299999999999999
01.08.2024 01:55:01.000 GMT+0100,1.28540,1.28540,1.28540,1.28540,3.15
01.08.2024 01:55:03.000 GMT+0100,1.28540,1.28544,1.28540,1.28544,2.7000000000000006
01.08.2024 01:55:04.000 GMT+0100,1.28544,1.28545,1.28544,1.28545,3.6
01.08.2024 01:55:05.000 GMT+0100,1.28543,1.28543,1.28543,1.28543,0.9
01.08.2024 01:55:07.000 GMT+0100,1.28543,1.28543,1.28542,1.28542,3.6
01.08.2024 01:55:08.000 GMT+0100,1.28542,1.28542,1.28536,1.28536,9.9
01.08.2024 01:55:09.000 GMT+0100,1.28536,1.28536,1.28536,1.28536,0.9
01.08.2024 01:55:15.000 GMT+0100,1.28534,1.28534,1.28533,1.28533,1.8
01.08.2024 01:55:20.000 GMT+0100,1.28533,1.28533,1.28533,1.28533,0.9
01.08.2024 01:55:28.000 GMT+0100,1.28532,1.28532,1.28532,1.28532,0.9
01.08.2024 01:55:29.000 GMT+0100,1.28534,1.28534,1.28533,1.28534,3.6
01.08.2024 01:55:30.000 GMT+0100,1.28533,1.28534,1.28533,1.28533,4.5
01.08.2024 01:55:37.000 GMT+0100,1.28534,1.28534,1.28533,1.28533,1.8
01.08.2024 01:55:38.000 GMT+0100,1.28534,1.28534,1.28534,1.28534,2.7000000000000006
01.08.2024 01:55:39.000 GMT+0100,1.28535,1.28535,1.28535,1.28535,1.8
01.08.2024 01:55:40.000 GMT+0100,1.28533,1.28534,1.28529,1.28531,8.1
01.08.2024 01:55:41.000 GMT+0100,1.28530,1.28531,1.28530,1.28531,1.8
01.08.2024 01:55:43.000 GMT+0100,1.28528,1.28528,1.28528,1.28528,0.9
01.08.2024 01:55:44.000 GMT+0100,1.28527,1.28527,1.28526,1.28526,3.6
01.08.2024 01:55:45.000 GMT+0100,1.28526,1.28526,1.28526,1.28526,0.9
01.08.2024 01:55:51.000 GMT+0100,1.28526,1.28526,1.28526,1.28526,2.7000000000000006
01.08.2024 01:55:53.000 GMT+0100,1.28529,1.28530,1.28529,1.28530,4.5
01.08.2024 01:55:54.000 GMT+0100,1.28529,1.28529,1.28529,1.28529,3.6
01.08.2024 01:55:55.000 GMT+0100,1.28529,1.28532,1.28529,1.28532,7.6499999999999995
01.08.2024 01:55:59.000 GMT+0100,1.28530,1.28532,1.28529,1.28529,8.19
01.08.2024 01:56:00.000 GMT+0100,1.28530,1.28530,1.28529,1.28529,2.7000000000000006
01.08.2024 01:56:01.000 GMT+0100,1.28530,1.28530,1.28529,1.28530,3.6
01.08.2024 01:56:02.000 GMT+0100,1.28533,1.28533,1.28527,1.28527,3.6
01.08.2024 01:56:03.000 GMT+0100,1.28527,1.28527,1.28527,1.28527,3.6
01.08.2024 01:56:04.000 GMT+0100,1.28528,1.28530,1.28528,1.28530,3.6
01.08.2024 01:56:06.000 GMT+0100,1.28532,1.28532,1.28532,1.28532,3.6
01.08.2024 01:56:07.000 GMT+0100,1.28531,1.28531,1.28531,1.28531,4.95
01.08.2024 01:56:08.000 GMT+0100,1.28530,1.28530,1.28530,1.28530,1.8
01.08.2024 01:56:10.000 GMT+0100,1.28530,1.28530,1.28530,1.28530,3.6
01.08.2024 01:56:11.000 GMT+0100,1.28530,1.28530,1.28530,1.28530,1.8
01.08.2024 01:56:12.000 GMT+0100,1.28526,1.28526,1.28525,1.28526,8.19
01.08.2024 01:56:14.000 GMT+0100,1.28526,1.28526,1.28526,1.28526,1.89
01.08.2024 01:56:15.000 GMT+0100,1.28526,1.28526,1.28526,1.28526,1.89
01.08.2024 01:56:16.000 GMT+0100,1.28525,1.28526,1.28525,1.28526,8.1
01.08.2024 01:56:17.000 GMT+0100,1.28526,1.28526,1.28524,1.28524,6.300000000000001
01.08.2024 01:56:18.000 GMT+0100,1.28524,1.28524,1.28524,1.28524,0.9
01.08.2024 01:56:20.000 GMT+0100,1.28524,1.28525,1.28524,1.28524,2.7000000000000006
01.08.2024 01:56:27.000 GMT+0100,1.28525,1.28525,1.28524,1.28524,1.8
01.08.2024 01:56:28.000 GMT+0100,1.28526,1.28527,1.28526,1.28527,2.7000000000000006
01.08.2024 01:56:31.000 GMT+0100,1.28529,1.28529,1.28529,1.28529,0.9
01.08.2024 01:56:34.000 GMT+0100,1.28529,1.28529,1.28529,1.28529,1.8
01.08.2024 01:56:35.000 GMT+0100,1.28530,1.28530,1.28528,1.28529,4.5
01.08.2024 01:56:36.000 GMT+0100,1.28529,1.28529,1.28529,1.28529,1.8
01.08.2024 01:56:39.000 GMT+0100,1.28529,1.28529,1.28529,1.28529,5.400000000000001
01.08.2024 01:56:40.000 GMT+0100,1.28528,1.28528,1.28527,1.28527,2.7000000000000006
01.08.2024 01:56:42.000 GMT+0100,1.28526,1.28528,1.28526,1.28528,3.6
01.08.2024 01:56:44.000 GMT+0100,1.28527,1.28530,1.28527,1.28530,10.35
01.08.2024 01:56:49.000 GMT+0100,1.28527,1.28527,1.28527,1.28527,4.5
01.08.2024 01:56:58.000 GMT+0100,1.28528,1.28528,1.28528,1.28528,3.6
01.08.2024 01:57:00.000 GMT+0100,1.28527,1.28527,1.28527,1.28527,0.9
01.08.2024 01:57:01.000 GMT+0100,1.28526,1.28527,1.28526,1.28527,2.7000000000000006
01.08.2024 01:57:03.000 GMT+0100,1.28526,1.28527,1.28526,1.28526,2.7000000000000006
01.08.2024 01:57:06.000 GMT+0100,1.28527,1.28529,1.28527,1.28528,4.5
01.08.2024 01:57:07.000 GMT+0100,1.28527,1.28527,1.28527,1.28527,1.8
01.08.2024 01:57:08.000 GMT+0100,1.28525,1.28526,1.28525,1.28526,2.7000000000000006
01.08.2024 01:57:09.000 GMT+0100,1.28525,1.28525,1.28525,1.28525,0.9
01.08.2024 01:57:10.000 GMT+0100,1.28525,1.28527,1.28525,1.28526,2.7000000000000006
01.08.2024 01:57:19.000 GMT+0100,1.28526,1.28527,1.28526,1.28527,3.6
01.08.2024 01:57:24.000 GMT+0100,1.28525,1.28525,1.28525,1.28525,0.9
01.08.2024 01:57:25.000 GMT+0100,1.28525,1.28525,1.28525,1.28525,0.9
01.08.2024 01:57:27.000 GMT+0100,1.28526,1.28526,1.28526,1.28526,1.8
01.08.2024 01:57:29.000 GMT+0100,1.28525,1.28525,1.28525,1.28525,0.9
01.08.2024 01:57:30.000 GMT+0100,1.28526,1.28526,1.28525,1.28525,7.47
01.08.2024 01:57:33.000 GMT+0100,1.28526,1.28532,1.28526,1.28532,7.74
01.08.2024 01:57:34.000 GMT+0100,1.28530,1.28530,1.28527,1.28527,5.400000000000001
01.08.2024 01:57:35.000 GMT+0100,1.28528,1.28531,1.28528,1.28530,7.38
01.08.2024 01:57:38.000 GMT+0100,1.28531,1.28531,1.28531,1.28531,0.9
01.08.2024 01:57:39.000 GMT+0100,1.28531,1.28531,1.28531,1.28531,0.9
01.08.2024 01:57:42.000 GMT+0100,1.28530,1.28530,1.28530,1.28530,1.9800000000000002
01.08.2024 01:57:43.000 GMT+0100,1.28526,1.28528,1.28526,1.28528,2.7900000000000005
01.08.2024 01:57:45.000 GMT+0100,1.28529,1.28530,1.28529,1.28530,5.04
01.08.2024 01:57:55.000 GMT+0100,1.28530,1.28533,1.28530,1.28533,2.7900000000000005
01.08.2024 01:57:56.000 GMT+0100,1.28534,1.28534,1.28534,1.28534,0.9
01.08.2024 01:57:57.000 GMT+0100,1.28533,1.28536,1.28533,1.28536,6.39
01.08.2024 01:57:58.000 GMT+0100,1.28535,1.28535,1.28535,1.28535,2.7000000000000006
01.08.2024 01:58:00.000 GMT+0100,1.28536,1.28536,1.28536,1.28536,5.9399999999999995
01.08.2024 01:58:01.000 GMT+0100,1.28535,1.28535,1.28535,1.28535,1.8
01.08.2024 01:58:02.000 GMT+0100,1.28535,1.28536,1.28534,1.28536,9.18
01.08.2024 01:58:03.000 GMT+0100,1.28534,1.28535,1.28534,1.28535,3.6900000000000004
01.08.2024 01:58:04.000 GMT+0100,1.28534,1.28536,1.28534,1.28535,3.8100000000000005
01.08.2024 01:58:05.000 GMT+0100,1.28535,1.28536,1.28535,1.28535,5.58
01.08.2024 01:58:06.000 GMT+0100,1.28535,1.28536,1.28535,1.28536,3.6
01.08.2024 01:58:07.000 GMT+0100,1.28536,1.28536,1.28536,1.28536,1.9800000000000002
01.08.2024 01:58:08.000 GMT+0100,1.28535,1.28535,1.28535,1.28535,0.9
01.08.2024 01:58:10.000 GMT+0100,1.28535,1.28541,1.28535,1.28541,4.59
01.08.2024 01:58:11.000 GMT+0100,1.28538,1.28541,1.28538,1.28541,1.1099999999999999
01.08.2024 01:58:12.000 GMT+0100,1.28541,1.28544,1.28541,1.28543,3.6
01.08.2024 01:58:13.000 GMT+0100,1.28543,1.28543,1.28543,1.28543,0.9
01.08.2024 01:58:14.000 GMT+0100,1.28544,1.28544,1.28544,1.28544,1.8
01.08.2024 01:58:15.000 GMT+0100,1.28544,1.28544,1.28544,1.28544,2.7000000000000006
01.08.2024 01:58:17.000 GMT+0100,1.28548,1.28550,1.28548,1.28550,4.5
01.08.2024 01:58:18.000 GMT+0100,1.28551,1.28551,1.28551,1.28551,5.49
01.08.2024 01:58:19.000 GMT+0100,1.28551,1.28551,1.28551,1.28551,0.9
01.08.2024 01:58:20.000 GMT+0100,1.28550,1.28551,1.28550,1.28551,1.23
01.08.2024 01:58:21.000 GMT+0100,1.28550,1.28550,1.28548,1.28549,5.49
01.08.2024 01:58:22.000 GMT+0100,1.28547,1.28549,1.28544,1.28544,8.19
01.08.2024 01:58:28.000 GMT+0100,1.28545,1.28545,1.28545,1.28545,0.9
01.08.2024 01:58:29.000 GMT+0100,1.28543,1.28543,1.28543,1.28543,0.9
01.08.2024 01:58:31.000 GMT+0100,1.28538,1.28538,1.28538,1.28538,1.8
01.08.2024 01:58:32.000 GMT+0100,1.28537,1.28537,1.28534,1.28534,2.7000000000000006
01.08.2024 01:58:33.000 GMT+0100,1.28534,1.28534,1.28532,1.28533,2.7900000000000005
01.08.2024 01:58:34.000 GMT+0100,1.28531,1.28531,1.28530,1.28530,1.8
01.08.2024 01:58:35.000 GMT+0100,1.28532,1.28532,1.28532,1.28532,2.79
01.08.2024 01:58:39.000 GMT+0100,1.28532,1.28533,1.28532,1.28533,2.7000000000000006
01.08.2024 01:58:40.000 GMT+0100,1.28530,1.28531,1.28530,1.28531,3.6900000000000004
01.08.2024 01:58:41.000 GMT+0100,1.28530,1.28530,1.28530,1.28530,4.59
01.08.2024 01:58:43.000 GMT+0100,1.28533,1.28534,1.28533,1.28534,1.8
01.08.2024 01:58:44.000 GMT+0100,1.28535,1.28535,1.28535,1.28535,3.6
01.08.2024 01:58:45.000 GMT+0100,1.28536,1.28540,1.28536,1.28540,4.95
01.08.2024 01:58:46.000 GMT+0100,1.28540,1.28540,1.28540,1.28540,1.8
01.08.2024 01:58:47.000 GMT+0100,1.28541,1.28541,1.28541,1.28541,2.7000000000000006
01.08.2024 01:58:51.000 GMT+0100,1.28541,1.28541,1.28541,1.28541,1.8
01.08.2024 01:58:52.000 GMT+0100,1.28540,1.28541,1.28540,1.28541,1.8
01.08.2024 01:58:53.000 GMT+0100,1.28541,1.28541,1.28541,1.28541,0.9
01.08.2024 01:58:56.000 GMT+0100,1.28542,1.28542,1.28542,1.28542,1.8
01.08.2024 01:58:57.000 GMT+0100,1.28543,1.28543,1.28543,1.28543,1.89
01.08.2024 01:59:00.000 GMT+0100,1.28543,1.28545,1.28543,1.28545,2.7000000000000006
01.08.2024 01:59:01.000 GMT+0100,1.28545,1.28545,1.28545,1.28545,0.9
01.08.2024 01:59:02.000 GMT+0100,1.28546,1.28546,1.28546,1.28546,0.9
01.08.2024 01:59:04.000 GMT+0100,1.28545,1.28545,1.28545,1.28545,0.9900000000000001
01.08.2024 01:59:05.000 GMT+0100,1.28546,1.28546,1.28544,1.28544,4.68
01.08.2024 01:59:06.000 GMT+0100,1.28545,1.28545,1.28545,1.28545,1.89
01.08.2024 01:59:08.000 GMT+0100,1.28546,1.28546,1.28545,1.28545,2.7000000000000006
01.08.2024 01:59:09.000 GMT+0100,1.28546,1.28546,1.28546,1.28546,1.8
01.08.2024 01:59:10.000 GMT+0100,1.28544,1.28544,1.28544,1.28544,0.9
01.08.2024 01:59:11.000 GMT+0100,1.28544,1.28544,1.28544,1.28544,0.9
01.08.2024 01:59:12.000 GMT+0100,1.28544,1.28544,1.28544,1.28544,0.9900000000000001
01.08.2024 01:59:14.000 GMT+0100,1.28543,1.28543,1.28543,1.28543,2.25
01.08.2024 01:59:15.000 GMT+0100,1.28543,1.28543,1.28543,1.28543,1.8
01.08.2024 01:59:17.000 GMT+0100,1.28543,1.28543,1.28543,1.28543,1.8
01.08.2024 01:59:19.000 GMT+0100,1.28543,1.28543,1.28536,1.28536,3.3600000000000008
01.08.2024 01:59:26.000 GMT+0100,1.28538,1.28538,1.28538,1.28538,2.79
01.08.2024 01:59:27.000 GMT+0100,1.28538,1.28538,1.28538,1.28538,3.24
01.08.2024 01:59:28.000 GMT+0100,1.28538,1.28538,1.28538,1.28538,1.89
01.08.2024 01:59:31.000 GMT+0100,1.28538,1.28540,1.28538,1.28540,3.24
01.08.2024 01:59:32.000 GMT+0100,1.28540,1.28540,1.28540,1.28540,2.34
01.08.2024 01:59:34.000 GMT+0100,1.28541,1.28541,1.28541,1.28541,3.1500000000000004
01.08.2024 01:59:35.000 GMT+0100,1.28540,1.28540,1.28540,1.28540,0.9
01.08.2024 01:59:37.000 GMT+0100,1.28542,1.28542,1.28542,1.28542,3.6
01.08.2024 01:59:40.000 GMT+0100,1.28542,1.28544,1.28542,1.28544,5.400000000000001
01.08.2024 01:59:44.000 GMT+0100,1.28544,1.28544,1.28543,1.28543,5.04
01.08.2024 01:59:46.000 GMT+0100,1.28543,1.28543,1.28543,1.28543,2.25
01.08.2024 01:59:47.000 GMT+0100,1.28544,1.28544,1.28544,1.28544,1.8
01.08.2024 01:59:54.000 GMT+0100,1.28544,1.28544,1.28544,1.28544,1.8
01.08.2024 01:59:55.000 GMT+0100,1.28543,1.28543,1.28543,1.28543,0.9
01.08.2024 01:59:58.000 GMT+0100,1.28543,1.28543,1.28541,1.28541,1.1099999999999999
01.08.2024 02:00:00.000 GMT+0100,1.28540,1.28540,1.28538,1.28539,2.91
01.08.2024 02:00:03.000 GMT+0100,1.28540,1.28540,1.28539,1.28539,1.8
01.08.2024 02:00:04.000 GMT+0100,1.28541,1.28541,1.28541,1.28541,1.8
01.08.2024 02:00:05.000 GMT+0100,1.28542,1.28544,1.28541,1.28544,9.45
01.08.2024 02:00:06.000 GMT+0100,1.28544,1.28544,1.28544,1.28544,0.9
01.08.2024 02:00:07.000 GMT+0100,1.28543,1.28543,1.28543,1.28543,0.9
01.08.2024 02:00:08.000 GMT+0100,1.28544,1.28546,1.28544,1.28546,3.6
01.08.2024 02:00:11.000 GMT+0100,1.28548,1.28550,1.28548,1.28550,9.09
01.08.2024 02:00:12.000 GMT+0100,1.28550,1.28550,1.28550,1.28550,0.9
01.08.2024 02:00:13.000 GMT+0100,1.28551,1.28551,1.28551,1.28551,0.9
01.08.2024 02:00:14.000 GMT+0100,1.28551,1.28551,1.28549,1.28549,4.5
01.08.2024 02:00:16.000 GMT+0100,1.28548,1.28550,1.28547,1.28547,9.72
01.08.2024 02:00:17.000 GMT+0100,1.28548,1.28548,1.28543,1.28543,4.68
01.08.2024 02:00:23.000 GMT+0100,1.28541,1.28543,1.28541,1.28543,1.8
01.08.2024 02:00:32.000 GMT+0100,1.28543,1.28543,1.28543,1.28543,0.9
01.08.2024 02:00:33.000 GMT+0100,1.28544,1.28544,1.28544,1.28544,0.9
01.08.2024 02:00:34.000 GMT+0100,1.28546,1.28548,1.28546,1.28548,4.59
01.08.2024 02:00:38.000 GMT+0100,1.28549,1.28549,1.28549,1.28549,1.8
01.08.2024 02:00:39.000 GMT+0100,1.28550,1.28551,1.28550,1.28551,5.85
01.08.2024 02:00:46.000 GMT+0100,1.28548,1.28548,1.28548,1.28548,0.9
01.08.2024 02:00:47.000 GMT+0100,1.28548,1.28548,1.28548,1.28548,1.8
01.08.2024 02:00:51.000 GMT+0100,1.28548,1.28548,1.28546,1.28546,1.8
01.08.2024 02:00:52.000 GMT+0100,1.28547,1.28548,1.28547,1.28548,2.7000000000000006
01.08.2024 02:00:53.000 GMT+0100,1.28551,1.28556,1.28551,1.28556,5.400000000000001
01.08.2024 02:00:54.000 GMT+0100,1.28556,1.28556,1.28556,1.28556,1.8
01.08.2024 02:01:02.000 GMT+0100,1.28556,1.28556,1.28553,1.28553,2.7000000000000006
01.08.2024 02:01:03.000 GMT+0100,1.28553,1.28553,1.28553,1.28553,0.9
01.08.2024 02:01:04.000 GMT+0100,1.28554,1.28554,1.28551,1.28551,1.8
01.08.2024 02:01:05.000 GMT+0100,1.28551,1.28551,1.28551,1.28551,0.9
01.08.2024 02:01:06.000 GMT+0100,1.28552,1.28552,1.28552,1.28552,0.9
01.08.2024 02:01:07.000 GMT+0100,1.28551,1.28551,1.28551,1.28551,1.8
01.08.2024 02:01:08.000 GMT+0100,1.28550,1.28550,1.28550,1.28550,0.9
01.08.2024 02:01:09.000 GMT+0100,1.28551,1.28551,1.28547,1.28547,2.7000000000000006
01.08.2024 02:01:10.000 GMT+0100,1.28546,1.28546,1.28546,1.28546,1.8
01.08.2024 02:01:11.000 GMT+0100,1.28546,1.28546,1.28546,1.28546,3.6
01.08.2024 02:01:12.000 GMT+0100,1.28546,1.28546,1.28546,1.28546,1.8
01.08.2024 02:01:13.000 GMT+0100,1.28547,1.28547,1.28546,1.28547,3.6
01.08.2024 02:01:14.000 GMT+0100,1.28547,1.28547,1.28547,1.28547,0.9
01.08.2024 02:01:24.000 GMT+0100,1.28545,1.28546,1.28545,1.28546,1.8
01.08.2024 02:01:25.000 GMT+0100,1.28548,1.28548,1.28548,1.28548,0.9900000000000001
01.08.2024 02:01:26.000 GMT+0100,1.28547,1.28547,1.28547,1.28547,0.9
01.08.2024 02:01:35.000 GMT+0100,1.28547,1.28547,1.28546,1.28546,1.8
01.08.2024 02:01:38.000 GMT+0100,1.28546,1.28546,1.28546,1.28546,0.9
01.08.2024 02:01:39.000 GMT+0100,1.28546,1.28546,1.28545,1.28545,1.8
01.08.2024 02:01:40.000 GMT+0100,1.28545,1.28545,1.28545,1.28545,0.9
01.08.2024 02:01:42.000 GMT+0100,1.28546,1.28546,1.28545,1.28545,4.59
01.08.2024 02:01:47.000 GMT+0100,1.28545,1.28545,1.28545,1.28545,0.9
01.08.2024 02:01:53.000 GMT+0100,1.28546,1.28546,1.28546,1.28546,5.400000000000001
01.08.2024 02:01:54.000 GMT+0100,1.28546,1.28548,1.28546,1.28548,4.59
01.08.2024 02:01:56.000 GMT+0100,1.28546,1.28546,1.28546,1.28546,0.9
01.08.2024 02:01:57.000 GMT+0100,1.28543,1.28545,1.28543,1.28545,1.8
01.08.2024 02:02:00.000 GMT+0100,1.28546,1.28547,1.28546,1.28547,2.7000000000000006
01.08.2024 02:02:01.000 GMT+0100,1.28547,1.28549,1.28547,1.28549,3.6900000000000004
01.08.2024 02:02:03.000 GMT+0100,1.28550,1.28550,1.28550,1.28550,1.8
01.08.2024 02:02:05.000 GMT+0100,1.28550,1.28552,1.28550,1.28552,4.95
01.08.2024 02:02:08.000 GMT+0100,1.28552,1.28553,1.28552,1.28553,1.8
01.08.2024 02:02:09.000 GMT+0100,1.28553,1.28554,1.28553,1.28554,1.8
01.08.2024 02:02:10.000 GMT+0100,1.28554,1.28554,1.28554,1.28554,1.8
01.08.2024 02:02:11.000 GMT+0100,1.28555,1.28555,1.28555,1.28555,1.8
01.08.2024 02:02:12.000 GMT+0100,1.28557,1.28557,1.28557,1.28557,1.8
01.08.2024 02:02:13.000 GMT+0100,1.28555,1.28555,1.28555,1.28555,0.9
01.08.2024 02:02:18.000 GMT+0100,1.28556,1.28556,1.28556,1.28556,1.8
01.08.2024 02:02:21.000 GMT+0100,1.28554,1.28554,1.28554,1.28554,0.12
01.08.2024 02:02:22.000 GMT+0100,1.28556,1.28556,1.28556,1.28556,1.89
01.08.2024 02:02:23.000 GMT+0100,1.28554,1.28554,1.28554,1.28554,1.1099999999999999
01.08.2024 02:02:32.000 GMT+0100,1.28554,1.28554,1.28552,1.28554,2.7900000000000005
01.08.2024 02:02:34.000 GMT+0100,1.28555,1.28555,1.28555,1.28555,1.89
01.08.2024 02:02:37.000 GMT+0100,1.28554,1.28554,1.28554,1.28554,0.9
01.08.2024 02:02:40.000 GMT+0100,1.28555,1.28555,1.28555,1.28555,1.89
01.08.2024 02:02:41.000 GMT+0100,1.28555,1.28555,1.28555,1.28555,1.8
01.08.2024 02:02:45.000 GMT+0100,1.28552,1.28554,1.28552,1.28554,2.7000000000000006
01.08.2024 02:02:55.000 GMT+0100,1.28548,1.28549,1.28546,1.28549,5.400000000000001
01.08.2024 02:02:56.000 GMT+0100,1.28552,1.28552,1.28552,1.28552,1.8
01.08.2024 02:03:00.000 GMT+0100,1.28550,1.28550,1.28550,1.28550,1.89
01.08.2024 02:03:01.000 GMT+0100,1.28549,1.28549,1.28549,1.28549,0.9
01.08.2024 02:03:02.000 GMT+0100,1.28548,1.28548,1.28548,1.28548,1.89
01.08.2024 02:03:06.000 GMT+0100,1.28545,1.28546,1.28545,1.28546,2.7000000000000006
01.08.2024 02:03:10.000 GMT+0100,1.28548,1.28548,1.28548,1.28548,1.8
01.08.2024 02:03:11.000 GMT+0100,1.28548,1.28548,1.28548,1.28548,0.9
01.08.2024 02:03:13.000 GMT+0100,1.28546,1.28546,1.28546,1.28546,0.9
01.08.2024 02:03:18.000 GMT+0100,1.28542,1.28545,1.28542,1.28545,1.8900000000000001
01.08.2024 02:03:21.000 GMT+0100,1.28544,1.28544,1.28544,1.28544,0.9
01.08.2024 02:03:24.000 GMT+0100,1.28544,1.28545,1.28544,1.28545,1.8
01.08.2024 02:03:26.000 GMT+0100,1.28545,1.28545,1.28545,1.28545,0.9
01.08.2024 02:03:36.000 GMT+0100,1.28545,1.28545,1.28545,1.28545,1.8
01.08.2024 02:03:37.000 GMT+0100,1.28545,1.28545,1.28545,1.28545,2.7000000000000006
01.08.2024 02:03:43.000 GMT+0100,1.28547,1.28553,1.28547,1.28553,5.4
01.08.2024 02:03:45.000 GMT+0100,1.28554,1.28554,1.28554,1.28554,0.9
01.08.2024 02:03:47.000 GMT+0100,1.28554,1.28554,1.28554,1.28554,0.9
01.08.2024 02:03:50.000 GMT+0100,1.28554,1.28554,1.28554,1.28554,1.8
01.08.2024 02:03:51.000 GMT+0100,1.28552,1.28553,1.28552,1.28553,1.8
01.08.2024 02:03:53.000 GMT+0100,1.28554,1.28554,1.28554,1.28554,0.9
01.08.2024 02:03:58.000 GMT+0100,1.28552,1.28552,1.28552,1.28552,0.9
01.08.2024 02:04:02.000 GMT+0100,1.28553,1.28554,1.28553,1.28554,2.7000000000000006
01.08.2024 02:04:03.000 GMT+0100,1.28552,1.28552,1.28552,1.28552,0.9
01.08.2024 02:04:05.000 GMT+0100,1.28551,1.28551,1.28551,1.28551,0.9
01.08.2024 02:04:07.000 GMT+0100,1.28550,1.28550,1.28549,1.28549,1.8
01.08.2024 02:04:09.000 GMT+0100,1.28550,1.28550,1.28549,1.28549,2.7000000000000006
01.08.2024 02:04:10.000 GMT+0100,1.28551,1.28551,1.28551,1.28551,0.9
01.08.2024 02:04:11.000 GMT+0100,1.28552,1.28552,1.28552,1.28552,2.7000000000000006
01.08.2024 02:04:22.000 GMT+0100,1.28553,1.28553,1.28553,1.28553,0.9
01.08.2024 02:04:36.000 GMT+0100,1.28553,1.28553,1.28553,1.28553,0.9
01.08.2024 02:04:37.000 GMT+0100,1.28553,1.28553,1.28553,1.28553,2.7000000000000006
01.08.2024 02:04:38.000 GMT+0100,1.28554,1.28554,1.28554,1.28554,0.9
01.08.2024 02:04:40.000 GMT+0100,1.28554,1.28554,1.28554,1.28554,1.8
01.08.2024 02:04:46.000 GMT+0100,1.28556,1.28556,1.28556,1.28556,1.8
01.08.2024 02:04:56.000 GMT+0100,1.28558,1.28558,1.28558,1.28558,2.7
01.08.2024 02:04:58.000 GMT+0100,1.28555,1.28555,1.28554,1.28554,1.8
01.08.2024 02:05:08.000 GMT+0100,1.28553,1.28553,1.28553,1.28553,0.9
01.08.2024 02:05:09.000 GMT+0100,1.28555,1.28555,1.28555,1.28555,1.8
01.08.2024 02:05:18.000 GMT+0100,1.28556,1.28562,1.28556,1.28562,2.2500000000000004
01.08.2024 02:05:20.000 GMT+0100,1.28562,1.28564,1.28562,1.28564,1.8
01.08.2024 02:05:21.000 GMT+0100,1.28565,1.28565,1.28565,1.28565,1.8
01.08.2024 02:05:24.000 GMT+0100,1.28565,1.28565,1.28565,1.28565,1.8
01.08.2024 02:05:26.000 GMT+0100,1.28566,1.28566,1.28566,1.28566,1.8
01.08.2024 02:05:30.000 GMT+0100,1.28572,1.28572,1.28571,1.28571,4.5
01.08.2024 02:05:31.000 GMT+0100,1.28573,1.28573,1.28572,1.28572,2.7000000000000006
01.08.2024 02:05:32.000 GMT+0100,1.28573,1.28573,1.28573,1.28573,0.9
01.08.2024 02:05:34.000 GMT+0100,1.28573,1.28573,1.28573,1.28573,1.8
01.08.2024 02:05:39.000 GMT+0100,1.28573,1.28573,1.28573,1.28573,3.15
01.08.2024 02:05:41.000 GMT+0100,1.28573,1.28573,1.28573,1.28573,0.9
01.08.2024 02:05:43.000 GMT+0100,1.28565,1.28568,1.28565,1.28568,4.500000000000001
01.08.2024 02:05:44.000 GMT+0100,1.28569,1.28570,1.28569,1.28570,3.6
01.08.2024 02:05:46.000 GMT+0100,1.28571,1.28571,1.28571,1.28571,1.8
01.08.2024 02:05:58.000 GMT+0100,1.28570,1.28570,1.28570,1.28570,0.9
01.08.2024 02:05:59.000 GMT+0100,1.28571,1.28573,1.28571,1.28573,1.8
01.08.2024 02:06:02.000 GMT+0100,1.28574,1.28574,1.28574,1.28574,0.9
01.08.2024 02:06:03.000 GMT+0100,1.28574,1.28575,1.28574,1.28575,2.7000000000000006
01.08.2024 02:06:04.000 GMT+0100,1.28572,1.28572,1.28572,1.28572,0.9
01.08.2024 02:06:06.000 GMT+0100,1.28573,1.28573,1.28573,1.28573,1.8
01.08.2024 02:06:10.000 GMT+0100,1.28574,1.28574,1.28574,1.28574,0.9
01.08.2024 02:06:11.000 GMT+0100,1.28572,1.28573,1.28572,1.28573,1.8
