20240820 062100;1.107680;1.107930;1.107670;1.107930;0
20240820 062200;1.107920;1.107960;1.107830;1.107910;0
20240820 062300;1.107900;1.107910;1.107800;1.107820;0
20240820 062400;1.107810;1.107870;1.107790;1.107800;0
20240820 062500;1.107800;1.107970;1.107800;1.107940;0
20240820 062600;1.107940;1.107960;1.107900;1.107960;0
20240820 062700;1.107960;1.107980;1.107900;1.107900;0
20240820 062800;1.107910;1.107920;1.107830;1.107860;0
20240820 062900;1.107870;1.108000;1.107870;1.107990;0
20240820 063000;1.107980;1.107980;1.107900;1.107900;0
20240820 063100;1.107900;1.107910;1.107820;1.107900;0
20240820 063200;1.107910;1.107950;1.107900;1.107910;0
20240820 063300;1.107900;1.107910;1.107780;1.107790;0
20240820 063400;1.107800;1.107830;1.107770;1.107790;0
20240820 063500;1.107800;1.108010;1.107800;1.107950;0
20240820 063600;1.107970;1.107970;1.107800;1.107800;0
20240820 063700;1.107790;1.107830;1.107750;1.107750;0
20240820 063800;1.107760;1.107800;1.107740;1.107740;0
20240820 063900;1.107750;1.107790;1.107730;1.107740;0
20240820 064000;1.107730;1.107820;1.107720;1.107800;0
20240820 064100;1.107810;1.107870;1.107760;1.107760;0
20240820 064200;1.107750;1.107830;1.107750;1.107800;0
20240820 064300;1.107790;1.107820;1.107750;1.107820;0
20240820 064400;1.107820;1.107930;1.107800;1.107910;0
20240820 064500;1.107900;1.107970;1.107900;1.107970;0
20240820 064600;1.107970;1.108060;1.107960;1.108040;0
20240820 064700;1.108050;1.108070;1.108010;1.108020;0
20240820 064800;1.108030;1.108120;1.108030;1.108120;0
20240820 064900;1.108130;1.108140;1.108110;1.108110;0
20240820 065000;1.108110;1.108180;1.108110;1.108170;0
20240820 065100;1.108180;1.108180;1.108010;1.108030;0
20240820 065200;1.108030;1.108030;1.107970;1.107970;0
20240820 065300;1.108000;1.108060;1.108000;1.108030;0
20240820 065400;1.108040;1.108080;1.108030;1.108070;0
20240820 065500;1.108080;1.108130;1.108060;1.108060;0
20240820 065600;1.108080;1.108080;1.108010;1.108010;0
20240820 065700;1.108010;1.108040;1.107980;1.108010;0
20240820 065800;1.108000;1.108240;1.107980;1.108220;0
20240820 065900;1.108230;1.108270;1.108140;1.108190;0
20240820 070000;1.108210;1.108340;1.108210;1.108320;0
20240820 070100;1.108310;1.108400;1.108300;1.108350;0
20240820 070200;1.108340;1.108420;1.108320;1.108340;0
20240820 070300;1.108340;1.108350;1.108210;1.108210;0
20240820 070400;1.108200;1.108300;1.108190;1.108270;0
20240820 070500;1.108280;1.108280;1.108170;1.108210;0
20240820 070600;1.108210;1.108280;1.108150;1.108160;0
20240820 070700;1.108160;1.108160;1.108080;1.108110;0
20240820 070800;1.108100;1.108250;1.108090;1.108230;0
20240820 070900;1.108210;1.108270;1.108190;1.108270;0
20240820 071000;1.108260;1.108380;1.108260;1.108380;0
20240820 071100;1.108390;1.108430;1.108310;1.108420;0
20240820 071200;1.108430;1.108480;1.108410;1.108460;0
20240820 071300;1.108460;1.108530;1.108460;1.108500;0
20240820 071400;1.108510;1.108540;1.108490;1.108540;0
20240820 071500;1.108550;1.108650;1.108550;1.108650;0
20240820 071600;1.108640;1.108640;1.108480;1.108510;0
20240820 071700;1.108520;1.108520;1.108420;1.108470;0
20240820 071800;1.108480;1.108490;1.108410;1.108410;0
20240820 071900;1.108410;1.108430;1.108370;1.108370;0
20240820 072000;1.108360;1.108360;1.108250;1.108260;0
20240820 072100;1.108270;1.108300;1.108250;1.108280;0
20240820 072200;1.108280;1.108290;1.108220;1.108260;0
20240820 072300;1.108270;1.108310;1.108180;1.108190;0
20240820 072400;1.108200;1.108220;1.108160;1.108210;0
20240820 072500;1.108200;1.108200;1.107950;1.108000;0
20240820 072600;1.108010;1.108020;1.107860;1.107870;0
20240820 072700;1.107880;1.107890;1.107810;1.107840;0
20240820 072800;1.107830;1.107830;1.107760;1.107790;0
20240820 072900;1.107780;1.107810;1.107720;1.107760;0
20240820 073000;1.107770;1.107960;1.107770;1.107960;0
20240820 073100;1.107970;1.107970;1.107790;1.107800;0
20240820 073200;1.107790;1.107820;1.107750;1.107800;0
20240820 073300;1.107800;1.107820;1.107760;1.107770;0
20240820 073400;1.107770;1.107780;1.107670;1.107690;0
20240820 073500;1.107700;1.107760;1.107670;1.107730;0
20240820 073600;1.107720;1.107780;1.107720;1.107750;0
20240820 073700;1.107760;1.107780;1.107700;1.107700;0
20240820 073800;1.107710;1.107720;1.107660;1.107690;0
20240820 073900;1.107680;1.107780;1.107680;1.107750;0
20240820 074000;1.107770;1.107800;1.107760;1.107800;0
20240820 074100;1.107810;1.107870;1.107800;1.107850;0
20240820 074200;1.107850;1.107850;1.107750;1.107800;0
20240820 074300;1.107810;1.107870;1.107780;1.107800;0
20240820 074400;1.107790;1.107850;1.107760;1.107760;0
20240820 074500;1.107760;1.107760;1.107700;1.107710;0
20240820 074600;1.107720;1.107810;1.107710;1.107710;0
20240820 074700;1.107710;1.107740;1.107700;1.107720;0
20240820 074800;1.107740;1.107870;1.107730;1.107860;0
20240820 074900;1.107870;1.107900;1.107840;1.107900;0
20240820 075000;1.107890;1.107890;1.107850;1.107880;0
20240820 075100;1.107890;1.108160;1.107890;1.108150;0
20240820 075200;1.108140;1.108170;1.108090;1.108090;0
20240820 075300;1.108100;1.108100;1.107960;1.107960;0
20240820 075400;1.107970;1.108160;1.107970;1.108160;0
20240820 075500;1.108180;1.108210;1.108160;1.108160;0
20240820 075600;1.108170;1.108270;1.108140;1.108200;0
20240820 075700;1.108190;1.108340;1.108190;1.108280;0
20240820 075800;1.108290;1.108380;1.108190;1.108200;0
20240820 075900;1.108200;1.108210;1.108060;1.108080;0
20240820 080000;1.108090;1.108210;1.108040;1.108050;0
20240820 080100;1.108060;1.108190;1.108060;1.108140;0
